Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,Revenue,Month
5560-1,2013-11-26,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Yvette Biti,Low,Economy Binders,Technology,Small Box,Regular Air,2013-11-28,1.33,2.08,$0.75,5.0,41.2,6%,3.46,$39.94,1.49,41.43,39.94,2013-11
5560-1,2014-09-21,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan 474 Labels,Office Supplies,Small Pack,Regular Air,2014-09-22,1.84,2.88,$1.04,44.0,37.82,6%,2.35,$35.53,0.99,36.85,35.53,2014-09
5560-1,2014-07-22,Gene Hale,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Medium,Economy Binders,Office Supplies,Small Box,Regular Air,2014-07-24,1.33,2.08,$0.75,50.0,41.6,8%,1.66,$39.94,1.49,41.43,39.94,2014-07
5560-1,2014-07-22,Gene Hale,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Economy Binders,Office Supplies,Small Box,Regular Air,2014-07-24,1.33,2.08,$0.75,42.0,41.6,4%,1.66,$39.94,1.49,41.43,39.94,2014-07
5560-2,2014-07-22,Gene Hale,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Critical,EcoTones Memo Sheets,Furniture,Large Box,Regular Air,2014-07-24,2.52,4.0,$1.48,44.0,41.6,8%,1.66,$39.94,1.3,41.43,39.94,2014-07
5561-1,2013-10-13,Becky Castell,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Low,Artisan Lamy Binders,Office Supplies,Small Box,Regular Air,2013-10-15,3.37,5.53,$2.16,41.0,635.52,4%,434.55,$521.54,6.98,536.02,521.54,2013-10
5561-1,2016-04-25,Stuart Van,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Critical,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2016-04-27,5.19,12.98,$7.79,8.0,399.6,4%,19.98,$372.66,3.14,388.43,372.66,2016-04
5562-1,2014-07-24,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Corporate,Preston Senome,Low,Smiths Metal Binder Clips,Office Supplies,Small Pack,Regular Air,2014-07-26,1.6,2.62,$1.02,35.0,63.8,1%,5.9,$65.10,0.8,60.41,65.1,2014-07
5562-1,2014-07-24,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Small Business,Preston Senome,Not Specified,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2014-07-26,1.6,2.62,$1.02,27.0,65.5,3%,5.9,$59.61,0.8,60.41,59.61,2014-07
5562-1,2015-01-09,Katrina Willman,"120 Hardware St,Melbourne",Melbourne,VIC,Home Office,Yvette Biti,Low,Smiths Metal Binder Clips,Technology,Small Pack,Express Air,2015-01-11,1.6,2.62,$1.02,5.0,66.0,0%,1.4,$59.64,0.8,60.41,59.64,2015-01
5562-1,2014-09-11,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2014-09-13,1.6,2.62,$1.02,23.0,63.5,1%,5.9,$59.60,0.8,60.41,59.6,2014-09
5562-1,2014-09-12,Gary Hansen,"273 George Street,Sydney",Sydney,NSW,Corporate,Leighton Forrest,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2014-09-19,1.6,2.62,$1.02,43.0,65.5,9%,5.9,$59.61,0.8,60.41,59.61,2014-09
5562-1,2015-04-23,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2015-04-23,2.5,5.68,$3.18,7.0,167.92,9%,1.86,$165.20,3.6,167.92,165.2,2015-04
5562-1,2014-07-24,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Home Office,Preston Senome,Not Specified,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2014-07-26,1.6,2.62,$1.02,27.0,65.5,0%,5.9,$59.61,0.8,60.41,59.61,2014-07
5562-1,2013-12-05,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,Regular Air,2013-12-07,13.64,20.98,$7.34,10.0,683.86,9%,100.68,$630.98,1.49,665.88,630.98,2013-12
5562-1,2014-06-30,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Medium,Smiths Metal Binder Clips,Technology,Small Box,Regular Air,2014-07-03,1.6,2.62,$1.02,22.0,65.5,7%,5.9,$59.61,0.8,60.41,59.61,2014-06
5562-1,2015-06-18,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Home Office,Yvette Biti,High,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2015-06-18,1.6,2.62,$1.02,16.0,62.0,2%,2.24,$59.60,0.8,61.41,59.6,2015-06
5562-1,2014-07-24,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Home Office,Preston Senome,Medium,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2014-07-26,1.6,2.62,$1.02,44.0,65.5,4%,5.9,$59.61,0.8,60.41,59.61,2014-07
5562-1,2016-03-26,Sandra Flanagan,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,High,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,2016-03-28,32.02,152.48,$120.46,20.0,1295.76,4%,0.0,"$1,263.94",4.0,1269.44,1263.94,2016-03
5564-1,2014-07-25,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Medium,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,Express Air,2014-07-29,2.18,3.52,$1.34,21.0,144.9,2%,14.49,$130.41,6.83,130.9,130.41,2014-07
5564-1,2014-07-25,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Critical,Security-Tint Envelopes,Office Supplies,Small Box,Regular Air,2014-07-27,4.89,7.64,$2.75,8.0,144.9,4%,14.49,$130.41,1.39,130.9,130.41,2014-07
5564-1,2014-07-25,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,High,Self-Adhesive Removable Labels,Technology,Small Box,Regular Air,2014-07-26,1.98,3.15,$1.17,36.0,144.9,0%,14.49,$130.41,0.49,130.9,130.41,2014-07
5564-1,2014-07-25,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Self-Adhesive Removable Labels,Office Supplies,Wrap Bag,Regular Air,2014-07-27,1.98,3.15,$1.17,39.0,144.9,8%,14.49,$130.41,0.49,130.9,130.41,2014-07
5564-1,2014-07-27,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Medium,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2014-07-29,8.31,15.98,$7.67,4.0,144.9,1%,14.49,$130.41,6.5,130.9,130.41,2014-07
5565-1,2013-10-03,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Critical,1726 Digital Answering Machine,Office Supplies,Wrap Bag,Regular Air,2013-10-04,8.82,20.99,$12.17,35.0,524.75,10%,26.24,$497.25,4.81,503.52,497.25,2013-10
5565-1,2013-03-17,Erica Smith,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Home Office,Natasha Song,Low,OIC Thumb-Tacks,Technology,Small Box,Regular Air,2013-03-17,0.71,1.14,$0.43,6.0,46.25,10%,1.62,$42.45,0.7,43.12,42.45,2013-03
5566-1,2014-03-21,Justin Ellison,"163 Concord Road,North Strathfield",Sydney,NSW,Small Business,Charlie Bui,Critical,Artisan Non-Stick Binders,Office Supplies,Small Box,Regular Air,2014-03-26,2.74,4.49,$1.75,46.0,5.6,6%,0.1,$5.60,1.49,13.4,5.6,2014-03
5566-2,2014-07-26,Victoria Wilson,"1/160 Anzac Parade,Kensington",Sydney,NSW,Consumer,Natasha Song,Not Specified,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2014-08-02,1.6,2.62,$1.02,47.0,26.2,3%,2.1,$24.10,0.8,24.9,24.1,2014-07
5566-2,2015-05-31,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2015-06-01,1.6,2.62,$1.02,50.0,25.2,7%,0.7,$24.10,0.8,24.9,24.1,2015-05
5567-1,2014-01-10,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Medium,3wax Printer,Office Supplies,Small Box,Regular Air,2014-01-10,219.61,535.64,$316.03,6.0,48.6,6%,4.37,$45.29,14.7,52.01,45.29,2014-01
5567-1,2013-07-16,George Zrebassa,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,Samantha Chairs,Medium,Office Shears by Apex,Office Supplies,Small Box,Regular Air,2013-07-17,0.94,2.08,$1.14,46.0,91.68,4%,3.67,$88.05,2.56,88.33,88.05,2013-07
5569-1,2013-09-04,Darrin Martin,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Medium,Emerson C82 Color Inkjet Printer,Office Supplies,Small Box,Regular Air,2013-09-06,76.79,119.99,$43.20,45.0,1524.9,0%,122.2,"$1,248.38",14.0,1249.39,1248.38,2013-09
5569-1,2013-07-31,Brand Markne,"834 Bourke St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Not Specified,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2013-08-02,4.53,7.3,$2.77,33.0,294.72,9%,29.37,$264.55,7.72,279.71,264.55,2013-07
5569-1,2014-12-10,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,Critical,Binder Posts,Office Supplies,Wrap Bag,Regular Air,2014-12-11,3.5,5.74,$2.24,2.0,47.6,3%,4.73,$44.53,5.01,55.7,44.53,2014-12
5570-1,2013-05-31,Raymond Fair,"61 York St,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Not Specified,Colored Envelopes,Technology,Small Box,Regular Air,2013-06-02,2.25,3.69,$1.44,39.0,166.52,9%,13.65,$157.85,2.5,156.93,157.85,2013-05
5570-1,2013-04-19,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Low,Smiths Bulldog Clip,Technology,Jumbo Drum,Delivery Truck,2013-04-20,2.31,3.78,$1.47,35.0,119.8,8%,4.69,$116.57,0.71,118.37,116.57,2013-04
5570-1,2015-08-22,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2015-08-27,4.79,11.97,$7.18,3.0,95.98,4%,8.59,$86.99,5.81,95.19,86.99,2015-08
5570-1,2015-01-10,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Apex Straight Scissors,Technology,Small Box,Regular Air,2015-01-12,5.19,12.98,$7.79,29.0,872.5,3%,61.1,$827.53,3.14,826.32,827.53,2015-01
5570-1,2014-07-30,Keith Herrera,"120 Hardware St,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Low,Artisan Round Ring Poly Binders,Office Supplies,Small Box,Regular Air,2014-07-31,1.82,2.84,$1.02,5.0,31.68,6%,0.63,$31.05,5.44,36.38,31.05,2014-07
5571-1,2013-06-09,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,High,Security-Tint Envelopes,Office Supplies,Wrap Bag,Regular Air,2013-06-10,4.89,7.64,$2.75,47.0,157.08,0%,12.85,$142.58,1.39,123.78,142.58,2013-06
5571-1,2014-08-05,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Not Specified,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2014-08-07,1.09,2.6,$1.51,15.0,111.8,10%,6.71,$105.09,2.4,107.49,105.09,2014-08
5572-1,2014-05-03,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Small Business,Yvette Biti,Medium,Apex Box Cutter Scissors,Office Supplies,Wrap Bag,Regular Air,2014-05-07,4.19,10.23,$6.04,23.0,199.0,1%,19.95,$185.58,4.68,176.71,185.58,2014-05
5572-1,2013-10-20,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,2013-10-21,3.32,5.18,$1.86,49.0,93.92,9%,0.0,$93.34,2.04,96.33,93.34,2013-10
5572-1,2014-06-27,Alejandro Ballentine,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,Apex Box Cutter Scissors,Technology,Small Box,Regular Air,2014-06-28,4.19,10.23,$6.04,46.0,166.32,2%,15.64,$152.70,4.68,162.52,152.7,2014-06
5574-1,2014-07-30,Denny Joy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,High,Security-Tint Envelopes,Office Supplies,Small Box,Regular Air,2014-08-01,4.89,7.64,$2.75,5.0,53.48,8%,3.21,$50.27,1.39,51.66,50.27,2014-07
5574-1,2015-03-30,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Medium,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Box,Regular Air,2015-04-01,178.83,415.88,$237.05,50.0,1312.61,2%,78.76,"$1,253.89",11.37,1273.93,1253.89,2015-03
5574-1,2014-09-02,Vivek Sundaresam,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2014-09-04,10.07,15.98,$5.91,39.0,469.92,7%,18.5,$451.10,4.0,465.29,451.1,2014-09
5574-1,2013-05-25,Shui Tom,"1 John Street,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,2013-05-26,13.88,22.38,$8.50,27.0,385.08,6%,38.81,$378.93,15.1,358.45,378.93,2013-05
5574-1,2014-12-26,Arthur Gainer,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Medium,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2014-12-29,4.53,7.3,$2.77,32.0,298.5,1%,14.93,$272.53,7.72,273.54,272.53,2014-12
5574-1,2014-09-21,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Home Office,Connor Betts,Critical,Artisan Durable Poly Binders,Technology,Small Box,Regular Air,2014-09-22,3.37,5.53,$2.16,12.0,53.7,10%,2.69,$52.09,6.98,51.63,52.09,2014-09
5575-1,2013-10-25,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Home Office,Leighton Forrest,Low,Artisan Hanging File Binders,Technology,Jumbo Drum,Delivery Truck,2013-10-27,3.65,5.98,$2.33,42.0,119.4,0%,4.69,$116.45,1.49,117.99,116.45,2013-10
5576-1,2013-07-16,George Zrebassa,"93 MacLeay St,Potts Point",Sydney,NSW,Small Business,Natasha Song,Critical,Barrel Sharpener,Office Supplies,Wrap Bag,Express Air,2013-07-17,1.46,3.57,$2.11,32.0,43.68,3%,1.66,$30.70,4.17,33.26,30.7,2013-07
5576-1,2014-11-19,Callia Suhley,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Bagged Rubber Bands,Technology,Small Box,Regular Air,2014-11-21,0.24,1.26,$1.02,1.0,53.48,0%,3.21,$50.27,0.7,53.66,50.27,2014-11
5576-1,2016-12-06,Ben Peterman,"2a/285A Crown St,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Low,300 Series Non-Flip,Office Supplies,Wrap Bag,Regular Air,2016-12-08,62.4,155.99,$93.59,47.0,7014.08,7%,70.14,"$6,947.94",8.08,6947.94,6947.94,2016-12
5576-1,2014-08-03,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Critical,Binder Posts,Office Supplies,Small Box,Regular Air,2014-08-04,3.5,5.74,$2.24,9.0,40.18,9%,1.61,$38.57,5.01,43.58,38.57,2014-08
5576-1,2014-08-03,Frank Hawley,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Medium,Binder Posts,Office Supplies,Small Box,Regular Air,2014-08-03,3.5,5.74,$2.24,8.0,40.18,7%,1.61,$38.57,5.01,43.58,38.57,2014-08
5578-1,2014-04-17,Dean Percer,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,High,Ames Color-File Green Diamond Border X-ray Mailers,Furniture,Small Pack,Regular Air,2014-04-18,52.07,83.98,$31.91,1.0,2554.8,10%,156.81,"$2,316.19",5.01,2318.69,2316.19,2014-04
5578-1,2014-08-05,Ed Ludwig,"222 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Critical,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2014-08-07,1.09,2.6,$1.51,36.0,111.8,5%,6.71,$105.09,2.4,107.49,105.09,2014-08
5578-1,2013-06-25,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,Not Specified,UGen Ultra Cordless Optical Suite,Technology,Small Box,Regular Air,2013-06-27,54.52,100.97,$46.45,43.0,3154.1,5%,36.14,"$3,610.09",7.18,3310.09,3610.09,2013-06
5578-1,2014-08-05,Ed Ludwig,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Medium,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,2014-08-07,8.82,20.99,$12.17,48.0,111.8,1%,6.71,$105.09,4.81,107.49,105.09,2014-08
5578-1,2014-08-05,Ed Ludwig,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,High,12 Colored Short Pencils,Technology,Large Box,Regular Air,2014-08-07,1.09,2.6,$1.51,46.0,111.8,7%,6.71,$105.09,2.4,107.49,105.09,2014-08
5578-2,2015-07-27,Randy Ferguson,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Low,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,2015-07-29,0.71,1.14,$0.43,38.0,53.75,2%,2.69,$51.09,0.7,53.69,51.09,2015-07
5579-1,2014-08-06,Carol Adams,"181 Enmore Rd,Enmore",Sydney,NSW,Corporate,Radhya Staples,Not Specified,Artisan 473 Labels,Technology,Small Pack,Regular Air,2014-08-06,1.84,2.88,$1.04,7.0,191.66,1%,19.14,$172.22,0.99,173.71,172.22,2014-08
5579-1,2015-05-19,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Low,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Express Air,2015-05-20,2.26,3.58,$1.32,15.0,40.18,3%,2.41,$38.57,5.47,43.59,38.57,2015-05
5579-1,2014-12-27,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2014-12-29,3.32,5.18,$1.86,23.0,96.38,2%,0.9,$94.98,2.04,95.71,94.98,2014-12
5579-2,2013-11-01,Kristina Nunn,"22 Civic Rd,Auburn",Sydney,NSW,Corporate,Mihael Khan,Low,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Express Air,2013-11-02,3.65,5.98,$2.33,39.0,163.98,5%,3.1,$151.86,1.49,152.57,151.86,2013-11
5580-1,2014-07-04,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,High,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,2014-07-06,3.32,5.18,$1.86,1.0,43.68,2%,5.0,$40.80,2.04,43.15,40.8,2014-07
5580-1,2015-12-19,Olvera Toch,"3 Carrington Road ,Box Hill",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,"210 Trimline Phone, White",Technology,Small Box,Regular Air,2015-12-21,9.91,15.99,$6.08,29.0,830.6,3%,18.52,$799.95,11.28,700.39,799.95,2015-12
5581-1,2014-08-07,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2014-08-09,3.32,5.18,$1.86,23.0,88.06,6%,1.76,$86.30,2.04,88.34,86.3,2014-08
5581-1,2014-08-07,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2014-08-09,3.32,5.18,$1.86,33.0,88.06,8%,1.76,$86.30,2.04,88.34,86.3,2014-08
5581-1,2014-08-07,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Low,Alto Memo Cubes,Technology,Medium Box,Regular Air,2014-08-09,3.32,5.18,$1.86,27.0,88.06,1%,1.76,$86.30,2.04,88.34,86.3,2014-08
5581-1,2014-08-07,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,2014-08-09,3.32,5.18,$1.86,21.0,88.06,6%,1.76,$86.30,2.04,88.34,86.3,2014-08
5581-1,2014-03-12,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Small Business,Mihael Khan,Not Specified,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2014-05-14,8.31,15.98,$7.67,19.0,528.8,7%,10.18,$504.82,6.5,588.54,504.82,2014-03
5581-1,2014-08-07,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,2014-08-09,3.32,5.18,$1.86,27.0,88.06,9%,1.76,$86.30,2.04,88.34,86.3,2014-08
5581-1,2014-08-07,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Not Specified,Alto Memo Cubes,Technology,Small Pack,Regular Air,2014-08-09,3.32,5.18,$1.86,19.0,88.06,7%,1.76,$86.30,2.04,88.34,86.3,2014-08
5581-1,2014-09-03,Brean Thornton,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Wrap Bag,Express Air,2014-09-10,3.32,5.18,$1.86,28.0,88.08,5%,1.76,$86.30,2.04,88.34,86.3,2014-09
5582-1,2014-10-15,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2014-10-19,1.84,2.88,$1.04,16.0,41.6,4%,1.66,$39.04,0.99,41.84,39.04,2014-10
5583-1,2014-08-11,Benjamin Patterson,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Critical,Bagged Rubber Bands,Technology,Small Box,Regular Air,2014-08-12,0.24,1.26,$1.02,12.0,2.52,7%,0.15,$2.37,0.7,3.07,2.37,2014-08
5584-1,2014-02-10,Dennis Pardue,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Low,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Regular Air,2014-02-11,39.64,152.48,$112.84,40.0,8799.5,4%,51.5,"$7,297.50",6.5,7762.55,7297.5,2014-02
5584-1,2013-08-09,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2013-08-16,2.5,5.68,$3.18,37.0,205.32,4%,23.19,$191.05,3.6,199.04,191.05,2013-08
5584-1,2014-08-11,Sara Luxemburg,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,"DrawIt Colored Pencils, 48-Color Set",Technology,Jumbo Drum,Delivery Truck,2014-08-14,21.56,36.55,$14.99,35.0,877.2,8%,61.4,$815.80,13.89,829.69,815.8,2014-08
5584-1,2014-08-11,Sara Luxemburg,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Low,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,2014-08-14,21.56,36.55,$14.99,11.0,877.2,0%,61.4,$815.80,13.89,829.69,815.8,2014-08
5584-1,2014-10-20,Pamela Stobb,"273 George Street,Sydney",Sydney,NSW,Small Business,Leighton Forrest,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Express Air,2014-10-22,21.56,36.55,$14.99,10.0,877.2,6%,61.4,$815.80,13.89,829.69,815.8,2014-10
5585-2,2013-05-29,Anthony Rawles,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Low,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,2013-05-29,2.52,4.0,$1.48,19.0,599.8,10%,25.99,$50.00,1.3,58.64,50.0,2013-05
5586-1,2013-08-09,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,HFX LaserJet 3310 Copier,Office Supplies,Wrap Bag,Express Air,2013-08-13,377.99,599.99,$222.00,45.0,3231.74,1%,37.37,"$3,166.23",24.49,3079.21,3166.23,2013-08
5586-1,2014-03-22,Justin Ellison,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Critical,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,2014-03-26,14.95,34.76,$19.81,39.0,3594.24,7%,0.0,"$3,636.31",8.22,3681.59,3636.31,2014-03
5586-1,2014-09-02,Vivek Sundaresam,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2014-09-04,1.84,2.88,$1.04,25.0,14.92,2%,1.39,$13.41,0.99,17.4,13.41,2014-09
5586-1,2014-10-15,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,Emerson C82 Color Inkjet Printer,Office Supplies,Wrap Bag,Regular Air,2014-10-19,76.79,119.99,$43.20,30.0,1024.31,1%,1015.34,"$1,229.33",14.0,1218.48,1229.33,2014-10
5586-1,2013-11-07,Dennis Kane,"96 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Medium,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2013-11-08,1.6,2.62,$1.02,11.0,46.25,9%,4.23,$41.58,0.8,43.28,41.58,2013-11
5586-1,2015-05-20,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Critical,Artisan 48 Labels,Technology,Medium Box,Regular Air,2015-05-21,3.84,6.3,$2.46,8.0,298.0,9%,3.95,$273.59,0.5,271.3,273.59,2015-05
